,User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
13860,U13861,48,Female,Lucknow,Samsung,Android,10.2,45.3,223.0,68,3.0,3186,5.7,2.5,1188,Gaming
13861,U13862,25,Male,Lucknow,OnePlus,Android,1.4,7.8,183.6,129,1.8,2069,2.0,1.1,1993,Education
13862,U13863,57,Other,Pune,Google Pixel,Android,6.6,38.8,140.3,77,5.9,3003,3.3,2.5,1048,Education
13863,U13864,21,Other,Delhi,Google Pixel,Android,1.8,20.5,72.6,81,1.7,5498,3.1,3.8,902,Social Media
13864,U13865,60,Male,Kolkata,Realme,Android,2.0,18.5,29.1,42,4.4,1689,3.0,4.2,357,Social Media
13865,U13866,47,Male,Bangalore,Samsung,Android,9.4,21.8,124.4,62,2.2,2776,3.4,0.9,1577,Education
13866,U13867,58,Female,Ahmedabad,Google Pixel,Android,8.4,39.6,219.6,152,4.8,3752,3.1,2.7,852,Entertainment
13867,U13868,55,Other,Hyderabad,OnePlus,Android,1.7,16.6,171.7,167,1.2,6757,1.6,4.6,728,Gaming
13868,U13869,51,Female,Hyderabad,Vivo,Android,5.7,5.3,66.1,65,1.6,2355,2.2,1.1,1693,Education
13869,U13870,21,Other,Pune,Samsung,Android,3.3,29.3,186.1,92,4.2,634,3.0,4.2,1464,Education
13870,U13871,17,Female,Hyderabad,Apple,iOS,4.4,40.6,39.0,131,5.1,7002,2.5,2.4,792,Entertainment
13871,U13872,15,Male,Kolkata,Apple,iOS,11.9,38.7,262.5,119,5.5,7545,0.8,2.6,1316,Work
13872,U13873,30,Male,Bangalore,Google Pixel,Android,2.0,4.0,197.3,78,3.5,6966,2.2,0.3,1991,Entertainment
13873,U13874,20,Female,Bangalore,Oppo,Android,10.3,27.6,286.4,79,2.9,3120,1.9,1.1,619,Gaming
13874,U13875,16,Female,Hyderabad,Xiaomi,Android,10.2,30.4,132.6,89,5.2,9643,1.9,3.8,921,Work
13875,U13876,31,Female,Mumbai,Vivo,Android,10.2,49.8,94.8,35,4.8,6737,6.4,0.5,1246,Social Media
13876,U13877,30,Male,Delhi,Realme,Android,6.3,33.3,73.2,156,1.4,9117,2.4,4.6,892,Entertainment
13877,U13878,36,Male,Jaipur,Google Pixel,Android,3.6,10.3,295.4,19,2.7,2800,1.2,1.0,1101,Gaming
13878,U13879,39,Male,Pune,Oppo,Android,6.5,43.8,216.1,76,5.0,5320,7.2,3.2,891,Gaming
13879,U13880,30,Other,Delhi,Nokia,Android,1.2,13.4,79.3,160,5.7,2230,3.5,0.7,1650,Social Media
13880,U13881,47,Male,Jaipur,Apple,iOS,1.2,41.3,191.2,106,2.9,4062,1.6,1.1,834,Gaming
13881,U13882,52,Other,Hyderabad,Apple,iOS,9.2,19.1,182.7,181,0.7,2839,2.5,2.7,1314,Entertainment
13882,U13883,46,Other,Jaipur,OnePlus,Android,1.2,33.3,158.6,197,4.3,1919,0.9,4.2,505,Social Media
13883,U13884,53,Female,Chennai,Apple,iOS,10.7,35.3,266.2,103,1.7,1947,4.2,3.1,1576,Work
13884,U13885,43,Female,Ahmedabad,Oppo,Android,4.1,20.5,49.8,95,4.1,7101,1.1,4.2,910,Gaming
13885,U13886,46,Female,Chennai,Oppo,Android,5.6,31.8,150.4,73,3.7,9889,5.9,1.3,1652,Entertainment
13886,U13887,48,Female,Ahmedabad,Apple,iOS,10.9,29.2,117.1,145,3.2,3587,3.4,2.0,1841,Work
13887,U13888,52,Female,Bangalore,OnePlus,Android,5.8,30.0,94.6,38,3.6,8610,4.4,3.9,235,Social Media
13888,U13889,18,Female,Ahmedabad,Xiaomi,Android,9.9,17.2,164.4,21,3.3,7649,3.5,0.0,560,Gaming
13889,U13890,23,Male,Mumbai,Oppo,Android,10.1,5.0,38.3,74,3.1,4269,2.4,2.5,1878,Entertainment
13890,U13891,57,Other,Mumbai,Motorola,Android,5.1,48.8,254.8,23,5.0,7113,4.3,3.2,883,Education
13891,U13892,26,Male,Lucknow,Realme,Android,10.0,15.0,21.7,94,5.6,8932,7.0,5.0,559,Work
13892,U13893,29,Other,Hyderabad,Nokia,Android,5.9,27.3,78.6,115,1.2,8466,7.4,0.6,1872,Social Media
13893,U13894,35,Male,Jaipur,Oppo,Android,9.4,26.4,34.0,52,2.2,8168,3.4,1.5,1558,Work
13894,U13895,22,Other,Bangalore,Apple,iOS,5.0,48.6,214.5,176,3.7,7430,4.7,0.4,1581,Work
13895,U13896,18,Other,Hyderabad,Google Pixel,Android,10.8,45.4,265.0,116,5.1,4876,7.0,0.4,235,Social Media
13896,U13897,36,Other,Chennai,Samsung,Android,2.6,7.8,90.3,144,4.3,4303,5.4,4.2,1030,Entertainment
13897,U13898,25,Male,Pune,OnePlus,Android,1.4,28.9,253.2,159,3.5,2401,1.3,4.5,571,Work
13898,U13899,22,Other,Mumbai,Realme,Android,4.4,28.3,277.2,50,2.9,8297,2.9,2.7,527,Work
13899,U13900,41,Male,Hyderabad,Vivo,Android,9.1,14.9,299.8,183,4.7,7108,1.6,1.4,1384,Social Media
13900,U13901,32,Male,Jaipur,Google Pixel,Android,8.7,49.4,247.8,47,5.8,3152,2.7,3.7,1787,Education
13901,U13902,51,Other,Jaipur,OnePlus,Android,3.4,19.9,122.0,91,3.7,4484,2.4,4.1,554,Work
13902,U13903,52,Male,Lucknow,Vivo,Android,9.5,47.3,92.8,191,5.0,4479,6.0,3.4,180,Education
13903,U13904,28,Other,Jaipur,Nokia,Android,7.6,47.2,164.1,181,2.6,8654,6.0,1.0,960,Work
13904,U13905,31,Female,Jaipur,Xiaomi,Android,3.7,29.2,33.2,109,1.6,3247,4.5,0.6,1987,Gaming
13905,U13906,39,Other,Ahmedabad,Apple,iOS,7.7,11.5,129.5,83,1.5,9868,3.4,0.4,1700,Entertainment
13906,U13907,15,Female,Kolkata,Samsung,Android,8.6,29.2,296.9,113,2.9,8096,7.2,2.7,1158,Education
13907,U13908,24,Other,Jaipur,Google Pixel,Android,6.4,36.0,237.0,125,1.7,1383,1.9,4.2,1938,Social Media
13908,U13909,21,Other,Chennai,OnePlus,Android,5.9,37.5,185.3,165,2.3,1775,4.9,3.7,1335,Social Media
13909,U13910,53,Female,Hyderabad,Realme,Android,1.8,44.8,279.7,87,1.7,5963,0.8,1.1,1085,Entertainment
13910,U13911,30,Female,Pune,Oppo,Android,1.8,8.9,97.4,89,0.5,8017,7.0,4.7,1266,Entertainment
13911,U13912,48,Other,Chennai,Oppo,Android,10.7,10.9,276.4,93,1.1,9140,6.7,1.8,1857,Social Media
13912,U13913,53,Male,Jaipur,Apple,iOS,10.5,36.1,208.9,55,0.6,5556,3.9,3.1,110,Gaming
13913,U13914,30,Male,Kolkata,Apple,iOS,7.9,18.9,5.3,102,0.7,4871,2.3,0.8,219,Social Media
13914,U13915,47,Female,Chennai,Xiaomi,Android,3.3,7.0,165.3,107,4.5,755,2.8,3.6,1148,Entertainment
13915,U13916,38,Female,Lucknow,Google Pixel,Android,4.2,13.4,297.7,153,5.5,436,2.4,2.4,215,Work
13916,U13917,17,Female,Bangalore,Apple,iOS,6.4,49.9,30.1,158,1.8,9930,6.7,0.7,208,Social Media
13917,U13918,56,Female,Pune,Nokia,Android,2.1,27.8,240.7,167,4.6,4744,0.5,0.7,1117,Education
13918,U13919,48,Female,Delhi,Nokia,Android,11.6,43.9,120.9,133,5.0,7294,6.6,3.9,316,Entertainment
13919,U13920,20,Other,Kolkata,Apple,iOS,8.0,40.0,218.4,93,1.6,7314,3.4,3.8,1620,Gaming
13920,U13921,57,Other,Jaipur,OnePlus,Android,4.4,42.8,151.3,87,4.6,4078,6.0,1.5,1322,Social Media
13921,U13922,24,Female,Mumbai,Google Pixel,Android,2.4,22.2,173.2,83,3.9,8518,7.5,0.8,702,Social Media
13922,U13923,31,Female,Delhi,Vivo,Android,7.9,37.7,99.2,33,1.0,5113,2.0,4.5,1038,Work
13923,U13924,32,Female,Delhi,OnePlus,Android,11.8,22.5,296.0,132,2.1,9918,7.5,0.9,1494,Work
13924,U13925,15,Female,Bangalore,Nokia,Android,10.6,45.0,170.8,93,1.3,4003,3.8,2.3,1673,Education
13925,U13926,43,Female,Bangalore,Realme,Android,1.8,5.5,132.2,158,3.3,3902,3.3,3.3,133,Education
13926,U13927,34,Female,Delhi,Google Pixel,Android,1.5,28.8,271.9,58,1.0,8058,6.3,0.5,428,Education
13927,U13928,43,Other,Pune,Apple,iOS,1.4,45.2,133.9,170,5.6,7959,3.9,1.0,345,Social Media
13928,U13929,23,Other,Delhi,Oppo,Android,8.9,35.5,188.8,143,5.1,4301,2.9,3.0,1722,Gaming
13929,U13930,30,Other,Chennai,OnePlus,Android,11.2,19.1,246.0,176,2.8,7011,6.5,1.0,1348,Entertainment
13930,U13931,54,Male,Kolkata,Nokia,Android,8.0,29.0,133.3,198,2.5,7775,7.3,1.4,1393,Entertainment
13931,U13932,30,Male,Mumbai,Vivo,Android,1.0,25.0,19.4,14,4.2,5020,6.4,3.5,1062,Education
13932,U13933,52,Other,Chennai,Vivo,Android,9.0,9.6,53.7,157,5.3,9817,3.7,2.9,1147,Education
13933,U13934,22,Female,Jaipur,Nokia,Android,8.0,39.7,199.0,193,3.2,3007,5.0,4.6,462,Entertainment
13934,U13935,16,Male,Kolkata,Oppo,Android,4.9,14.3,181.2,15,1.2,2565,1.5,4.4,490,Gaming
13935,U13936,46,Male,Delhi,Samsung,Android,11.0,1.9,16.9,143,1.3,9287,2.3,3.2,466,Education
13936,U13937,25,Other,Hyderabad,Realme,Android,6.4,17.9,81.2,119,2.2,2258,1.4,1.0,1710,Education
13937,U13938,28,Female,Kolkata,Motorola,Android,10.6,24.0,58.4,28,2.7,2074,6.2,2.0,717,Entertainment
13938,U13939,35,Male,Jaipur,Motorola,Android,11.8,9.5,111.6,140,4.3,3790,7.5,1.0,917,Entertainment
13939,U13940,48,Female,Mumbai,Vivo,Android,11.2,22.2,244.9,182,3.8,6743,4.6,0.7,743,Entertainment
13940,U13941,29,Male,Jaipur,OnePlus,Android,2.4,15.1,226.9,14,3.6,9208,7.5,4.3,1505,Education
13941,U13942,52,Female,Lucknow,Apple,iOS,4.1,6.0,135.0,171,1.5,5746,4.7,4.5,1745,Education
13942,U13943,49,Female,Ahmedabad,Motorola,Android,6.4,34.1,206.6,187,2.7,4799,1.9,4.1,581,Entertainment
13943,U13944,45,Other,Bangalore,Vivo,Android,10.7,25.8,106.3,108,0.8,5242,0.6,4.7,1449,Social Media
13944,U13945,31,Other,Delhi,Oppo,Android,8.0,47.8,293.1,78,6.0,3735,1.2,1.6,558,Work
13945,U13946,54,Other,Delhi,Vivo,Android,7.2,29.8,273.1,79,5.1,9008,4.9,4.1,842,Gaming
13946,U13947,60,Other,Jaipur,Xiaomi,Android,8.3,40.6,95.2,166,2.9,5821,5.6,4.2,298,Education
13947,U13948,28,Other,Kolkata,Samsung,Android,6.3,43.9,178.5,67,4.1,7812,3.9,0.9,980,Education
13948,U13949,54,Male,Kolkata,Apple,iOS,3.3,11.3,177.8,130,3.4,2672,1.0,4.2,1712,Entertainment
13949,U13950,35,Female,Pune,Nokia,Android,8.8,37.7,200.2,117,3.0,4127,2.8,2.6,706,Education
13950,U13951,35,Male,Bangalore,Nokia,Android,8.0,11.7,263.0,25,1.6,3996,3.8,1.3,826,Entertainment
13951,U13952,19,Female,Bangalore,Motorola,Android,11.2,30.9,190.0,188,0.6,4665,3.6,1.9,1169,Social Media
13952,U13953,36,Male,Ahmedabad,Oppo,Android,11.5,48.7,276.0,177,5.4,135,2.9,3.8,436,Gaming
13953,U13954,45,Female,Chennai,Realme,Android,10.0,10.7,155.5,196,5.7,6790,1.6,3.4,1353,Social Media
13954,U13955,33,Other,Kolkata,Nokia,Android,11.9,7.2,129.7,115,2.2,8208,3.9,2.0,104,Social Media
13955,U13956,58,Male,Jaipur,Realme,Android,7.9,5.5,297.4,149,3.8,9295,1.6,0.9,507,Education
13956,U13957,56,Male,Ahmedabad,Samsung,Android,10.6,13.2,66.5,193,5.3,6777,1.5,4.3,266,Gaming
13957,U13958,49,Other,Ahmedabad,OnePlus,Android,5.9,25.6,136.4,175,1.8,2189,1.7,2.7,1452,Social Media
13958,U13959,53,Other,Lucknow,Motorola,Android,1.3,22.1,193.9,175,5.7,5583,7.3,4.2,132,Education
13959,U13960,45,Female,Delhi,Oppo,Android,2.0,13.2,34.0,193,2.1,3289,1.4,3.7,1237,Education
13960,U13961,48,Male,Mumbai,Motorola,Android,10.0,43.8,107.6,33,1.3,1234,3.2,3.2,408,Work
13961,U13962,40,Other,Jaipur,Google Pixel,Android,8.3,47.0,5.4,171,0.7,3501,6.8,0.3,1251,Work
13962,U13963,32,Other,Delhi,Vivo,Android,7.6,5.0,16.3,168,1.0,6303,2.4,3.3,1676,Gaming
13963,U13964,45,Female,Hyderabad,Motorola,Android,4.7,44.5,111.4,117,1.8,182,3.2,3.0,1807,Work
13964,U13965,60,Female,Ahmedabad,Apple,iOS,4.3,41.7,80.3,74,6.0,2122,7.7,2.2,1722,Social Media
13965,U13966,37,Other,Hyderabad,Samsung,Android,3.9,21.9,107.4,59,5.5,2948,7.2,2.1,706,Social Media
13966,U13967,32,Other,Kolkata,Vivo,Android,9.2,27.7,140.4,109,0.6,3958,7.4,2.4,1574,Gaming
13967,U13968,41,Male,Bangalore,Realme,Android,11.3,15.8,67.0,109,4.5,1557,7.6,1.6,1734,Entertainment
13968,U13969,35,Female,Pune,Samsung,Android,1.3,4.3,198.3,177,3.6,1935,3.5,0.3,1616,Work
13969,U13970,47,Male,Delhi,Xiaomi,Android,6.1,35.4,210.3,80,5.5,8579,6.4,1.5,1372,Work
13970,U13971,53,Male,Mumbai,Google Pixel,Android,8.5,29.0,290.6,111,3.2,7501,7.2,0.3,1916,Education
13971,U13972,43,Female,Kolkata,Xiaomi,Android,7.4,9.4,144.3,32,2.8,7920,3.0,1.0,940,Social Media
13972,U13973,36,Female,Chennai,Oppo,Android,7.1,19.4,261.8,33,2.0,1160,7.2,1.8,931,Social Media
13973,U13974,58,Other,Chennai,Vivo,Android,2.6,28.3,297.3,86,5.6,2925,4.5,1.7,840,Social Media
13974,U13975,45,Other,Bangalore,Realme,Android,4.2,16.5,249.8,107,5.2,9950,1.3,1.4,1092,Education
13975,U13976,26,Male,Ahmedabad,Xiaomi,Android,9.9,13.5,118.1,197,5.4,5460,7.5,0.4,1121,Entertainment
13976,U13977,39,Other,Kolkata,Vivo,Android,5.0,28.7,205.5,109,3.8,6947,4.4,1.5,284,Education
13977,U13978,50,Other,Pune,OnePlus,Android,9.9,3.6,289.2,97,4.3,5966,1.9,1.4,780,Education
13978,U13979,19,Female,Lucknow,Samsung,Android,5.9,37.0,126.3,93,5.0,2506,1.8,1.3,1573,Gaming
13979,U13980,39,Other,Kolkata,Motorola,Android,2.7,36.0,234.7,79,3.2,8909,0.5,1.8,778,Education
13980,U13981,57,Female,Chennai,Google Pixel,Android,1.5,30.7,146.6,24,1.4,5988,1.9,4.8,278,Work
13981,U13982,35,Male,Pune,Vivo,Android,4.1,14.4,127.2,170,2.1,4009,5.6,0.2,321,Education
13982,U13983,43,Female,Delhi,Nokia,Android,6.9,45.8,213.9,162,4.7,3232,2.7,1.3,1748,Education
13983,U13984,49,Male,Ahmedabad,Apple,iOS,10.6,5.4,16.3,159,0.9,6438,1.6,1.1,1479,Gaming
13984,U13985,55,Other,Bangalore,Vivo,Android,4.0,23.6,25.4,90,2.0,8384,2.5,0.9,323,Entertainment
13985,U13986,19,Male,Jaipur,Xiaomi,Android,7.8,7.3,234.8,119,6.0,2558,2.8,3.6,305,Entertainment
13986,U13987,47,Other,Jaipur,Vivo,Android,4.6,29.4,136.8,119,3.9,5720,5.7,2.8,838,Entertainment
13987,U13988,15,Male,Ahmedabad,Nokia,Android,1.4,20.6,104.3,144,1.0,7726,4.5,0.8,1394,Social Media
13988,U13989,59,Female,Jaipur,Nokia,Android,5.5,13.8,268.5,194,5.2,1820,6.8,0.2,175,Entertainment
13989,U13990,41,Female,Ahmedabad,Vivo,Android,2.7,9.9,142.8,30,1.4,512,3.5,4.4,280,Work
13990,U13991,49,Male,Pune,Nokia,Android,3.8,18.0,60.8,101,1.3,9283,6.7,1.0,1950,Education
13991,U13992,21,Other,Mumbai,Samsung,Android,8.6,39.9,183.2,156,3.0,9700,6.6,1.1,856,Social Media
13992,U13993,45,Other,Mumbai,Motorola,Android,5.1,43.3,206.8,67,2.5,5630,1.1,0.9,195,Entertainment
13993,U13994,57,Other,Delhi,Oppo,Android,8.3,9.7,17.9,14,2.0,3104,1.1,0.9,558,Work
13994,U13995,50,Male,Mumbai,Motorola,Android,8.3,40.2,115.3,81,2.9,1970,6.2,2.4,784,Work
13995,U13996,36,Male,Hyderabad,Realme,Android,7.9,17.8,82.3,87,4.9,327,6.5,0.0,249,Entertainment
13996,U13997,30,Male,Bangalore,Nokia,Android,11.7,14.7,281.5,59,3.0,559,2.6,2.1,1412,Education
13997,U13998,49,Male,Mumbai,Nokia,Android,5.3,10.3,193.7,174,2.8,4613,3.5,3.6,1811,Education
13998,U13999,23,Female,Delhi,Vivo,Android,5.0,41.4,71.2,64,3.0,1912,4.3,1.9,1268,Social Media
13999,U14000,31,Other,Bangalore,Google Pixel,Android,3.5,28.9,65.6,21,2.7,2000,3.2,2.4,1553,Work
14000,U14001,53,Female,Chennai,Motorola,Android,10.2,32.7,226.0,103,4.5,2878,5.7,1.9,1360,Entertainment
14001,U14002,19,Female,Pune,Realme,Android,9.7,38.1,117.7,31,2.0,8187,0.9,0.0,446,Work
14002,U14003,47,Other,Ahmedabad,Google Pixel,Android,11.4,25.5,253.7,72,2.7,2025,4.2,1.7,1330,Gaming
14003,U14004,19,Male,Chennai,Xiaomi,Android,9.8,10.8,191.2,138,3.8,1536,4.9,1.8,900,Education
14004,U14005,60,Other,Lucknow,Realme,Android,11.8,46.3,141.7,37,3.8,8939,4.1,1.7,1340,Gaming
14005,U14006,54,Female,Delhi,Realme,Android,1.6,48.0,232.8,179,5.8,1870,6.1,0.5,1046,Gaming
14006,U14007,18,Other,Delhi,OnePlus,Android,10.6,1.9,273.0,43,2.6,8848,2.2,4.9,1618,Education
14007,U14008,24,Other,Hyderabad,Vivo,Android,11.6,1.7,282.8,101,5.6,2282,5.8,1.2,548,Social Media
14008,U14009,33,Male,Ahmedabad,Realme,Android,8.0,20.3,275.6,136,2.6,7647,7.2,1.9,1465,Education
14009,U14010,16,Female,Chennai,Vivo,Android,2.3,45.6,81.3,175,2.8,2712,3.1,2.3,733,Entertainment
14010,U14011,37,Female,Jaipur,Samsung,Android,1.1,18.8,151.0,142,4.6,7580,0.8,0.2,1770,Work
14011,U14012,32,Male,Ahmedabad,Realme,Android,10.9,34.1,286.4,78,5.8,1037,7.5,1.5,769,Gaming
14012,U14013,16,Male,Hyderabad,OnePlus,Android,4.8,48.7,25.1,176,2.7,9542,1.7,2.1,779,Social Media
14013,U14014,58,Other,Hyderabad,Motorola,Android,8.2,19.4,142.9,39,2.0,9231,1.6,3.8,1488,Entertainment
14014,U14015,29,Male,Hyderabad,Apple,iOS,10.1,23.7,226.9,98,1.2,2982,7.9,3.1,1016,Work
14015,U14016,57,Other,Jaipur,Xiaomi,Android,10.7,21.3,269.7,125,1.9,8108,2.6,1.1,424,Work
14016,U14017,28,Male,Mumbai,Apple,iOS,6.8,44.6,192.9,152,5.9,7163,2.7,4.9,1922,Gaming
14017,U14018,23,Male,Pune,Motorola,Android,7.1,40.8,96.4,80,5.8,1775,7.9,0.0,411,Entertainment
14018,U14019,52,Male,Pune,Google Pixel,Android,7.6,19.9,228.4,165,2.7,4650,0.7,4.0,275,Work
14019,U14020,45,Female,Lucknow,Apple,iOS,1.9,36.3,210.7,12,2.3,813,3.2,1.4,1811,Entertainment
14020,U14021,27,Female,Kolkata,Oppo,Android,2.1,30.5,220.3,29,5.8,6356,5.1,3.7,647,Education
14021,U14022,56,Male,Ahmedabad,Xiaomi,Android,10.6,39.6,31.1,65,3.8,5063,5.7,2.2,203,Entertainment
14022,U14023,55,Female,Mumbai,Apple,iOS,8.7,47.2,203.6,44,4.6,8287,4.3,0.4,1321,Education
14023,U14024,32,Other,Lucknow,Vivo,Android,3.3,31.6,223.9,163,4.2,8962,5.2,4.8,725,Social Media
14024,U14025,16,Male,Jaipur,Apple,iOS,2.2,22.0,5.3,76,2.5,4568,3.1,3.9,664,Entertainment
14025,U14026,57,Other,Jaipur,Google Pixel,Android,1.2,19.7,262.3,131,3.4,2225,1.6,1.9,818,Work
14026,U14027,47,Male,Mumbai,Google Pixel,Android,11.3,14.9,100.1,175,1.5,2542,2.8,3.3,921,Education
14027,U14028,53,Female,Lucknow,Oppo,Android,2.5,20.6,251.5,24,2.3,9934,6.5,4.6,401,Education
14028,U14029,58,Male,Hyderabad,Nokia,Android,9.3,28.6,264.6,196,2.7,2409,5.1,2.8,1481,Work
14029,U14030,24,Other,Bangalore,Motorola,Android,2.0,38.9,263.0,129,5.0,1196,1.2,2.7,378,Gaming
14030,U14031,36,Male,Jaipur,OnePlus,Android,5.6,10.1,62.6,106,1.7,8116,6.1,3.9,700,Entertainment
14031,U14032,55,Female,Pune,Realme,Android,1.9,25.6,31.4,102,1.4,228,5.7,4.2,1706,Gaming
14032,U14033,53,Other,Ahmedabad,Nokia,Android,1.2,47.6,166.0,79,4.6,832,6.9,3.6,825,Gaming
14033,U14034,24,Other,Jaipur,Xiaomi,Android,1.5,36.3,118.5,186,1.1,4951,7.2,4.9,1801,Entertainment
14034,U14035,31,Male,Lucknow,Nokia,Android,2.2,36.4,131.7,17,4.2,4928,2.3,3.0,1919,Education
14035,U14036,19,Other,Kolkata,Google Pixel,Android,11.3,4.7,89.9,125,3.6,2802,6.9,2.7,1983,Work
14036,U14037,29,Female,Delhi,Google Pixel,Android,10.9,22.9,262.1,44,3.5,4704,7.9,4.5,1091,Work
14037,U14038,19,Male,Hyderabad,Nokia,Android,4.8,24.9,97.4,33,0.7,9788,4.5,1.3,1113,Work
14038,U14039,43,Male,Ahmedabad,Apple,iOS,2.8,19.4,90.1,59,2.9,3133,4.2,1.1,1581,Entertainment
14039,U14040,18,Male,Jaipur,Samsung,Android,8.7,5.3,258.8,41,2.3,2061,7.2,3.1,1016,Education
14040,U14041,54,Female,Jaipur,Google Pixel,Android,2.2,15.4,57.6,84,4.4,1492,6.4,1.5,1809,Work
14041,U14042,49,Male,Chennai,Apple,iOS,7.6,14.2,105.1,17,2.9,5240,5.9,2.8,1784,Entertainment
14042,U14043,35,Female,Lucknow,Google Pixel,Android,4.9,10.2,292.0,174,3.9,2636,4.5,2.8,1206,Education
14043,U14044,36,Female,Lucknow,Oppo,Android,7.4,34.7,172.7,55,4.4,7059,3.8,3.8,587,Work
14044,U14045,37,Female,Delhi,Vivo,Android,10.9,20.8,77.0,69,3.0,6777,2.8,4.7,434,Education
14045,U14046,35,Male,Hyderabad,Samsung,Android,10.8,3.8,104.8,21,5.3,5992,7.8,0.1,1143,Social Media
14046,U14047,34,Male,Lucknow,Nokia,Android,5.3,32.7,221.8,82,0.6,1228,3.3,1.0,1322,Entertainment
14047,U14048,51,Other,Hyderabad,Google Pixel,Android,10.5,2.4,66.0,11,5.9,3251,1.4,4.0,1240,Gaming
14048,U14049,46,Male,Chennai,OnePlus,Android,10.3,47.3,96.1,87,2.3,6701,3.4,4.9,291,Work
14049,U14050,48,Other,Ahmedabad,Vivo,Android,4.3,40.9,6.0,144,4.9,3482,2.4,3.9,975,Education
14050,U14051,23,Female,Bangalore,Samsung,Android,7.3,34.4,196.1,124,5.8,9176,4.7,1.6,389,Social Media
14051,U14052,24,Female,Pune,Vivo,Android,9.3,42.9,82.2,98,4.7,7633,7.4,1.1,1558,Education
14052,U14053,39,Male,Kolkata,OnePlus,Android,3.5,26.5,140.6,127,2.9,2325,3.9,1.3,173,Education
14053,U14054,21,Female,Pune,Google Pixel,Android,3.2,47.7,45.8,147,2.9,7930,2.3,5.0,489,Entertainment
14054,U14055,50,Male,Kolkata,OnePlus,Android,9.0,30.4,49.0,72,1.6,6846,6.4,4.1,860,Entertainment
14055,U14056,52,Female,Pune,Oppo,Android,9.5,30.0,107.2,26,3.5,3274,7.8,5.0,975,Education
14056,U14057,53,Female,Kolkata,Realme,Android,9.1,12.1,268.2,83,5.5,4687,1.9,0.4,1879,Work
14057,U14058,58,Male,Mumbai,Vivo,Android,6.0,16.2,5.1,36,1.1,7251,2.8,2.3,456,Education
14058,U14059,44,Male,Jaipur,Nokia,Android,1.9,23.9,39.9,142,1.1,5766,2.7,0.4,425,Entertainment
14059,U14060,19,Male,Lucknow,Vivo,Android,5.9,48.7,141.4,177,2.4,8600,6.1,2.7,703,Entertainment
14060,U14061,45,Male,Lucknow,Oppo,Android,8.1,11.3,211.8,87,3.2,6693,0.7,4.5,680,Education
14061,U14062,60,Other,Kolkata,Xiaomi,Android,4.5,9.0,120.9,31,3.9,7954,4.2,2.3,1550,Social Media
14062,U14063,16,Female,Pune,Oppo,Android,2.4,3.7,261.8,12,5.9,1910,1.4,0.6,1692,Work
14063,U14064,53,Male,Bangalore,Apple,iOS,4.9,7.5,208.4,55,0.7,3821,1.4,4.3,1065,Gaming
14064,U14065,47,Other,Mumbai,OnePlus,Android,7.0,44.5,220.4,21,2.0,9639,6.3,3.0,135,Education
14065,U14066,24,Other,Bangalore,Vivo,Android,1.6,40.8,8.7,192,4.4,5089,3.3,0.1,1149,Education
14066,U14067,19,Male,Mumbai,Oppo,Android,4.4,22.1,231.7,70,4.6,663,7.0,2.1,611,Gaming
14067,U14068,46,Female,Lucknow,Nokia,Android,9.1,25.7,278.2,100,2.1,8079,2.5,1.3,991,Gaming
14068,U14069,38,Male,Ahmedabad,Vivo,Android,5.2,3.0,141.1,97,3.9,4345,0.6,2.5,1175,Entertainment
14069,U14070,34,Male,Bangalore,Realme,Android,5.7,30.3,129.0,117,1.2,2660,0.9,2.2,1764,Social Media
14070,U14071,56,Other,Bangalore,Oppo,Android,6.9,5.1,259.7,81,3.0,5620,5.6,1.4,1147,Work
14071,U14072,38,Other,Chennai,Nokia,Android,10.4,31.6,252.5,15,5.1,8503,4.0,4.8,1584,Education
14072,U14073,32,Other,Kolkata,Nokia,Android,11.2,43.3,138.7,53,2.1,7531,2.4,1.9,1821,Education
14073,U14074,60,Female,Hyderabad,Apple,iOS,5.3,9.5,123.1,15,0.9,4710,4.0,0.2,616,Gaming
14074,U14075,36,Other,Hyderabad,Google Pixel,Android,2.8,48.6,60.4,107,3.2,6292,3.3,4.1,1552,Entertainment
14075,U14076,41,Other,Jaipur,Realme,Android,4.5,15.9,129.5,91,0.6,2941,2.4,1.2,1448,Entertainment
14076,U14077,34,Male,Chennai,Xiaomi,Android,10.1,18.7,14.0,181,2.0,5768,2.7,0.2,1962,Social Media
14077,U14078,38,Other,Kolkata,OnePlus,Android,7.4,43.1,283.5,160,3.4,6724,0.7,2.3,1737,Gaming
14078,U14079,43,Other,Jaipur,Apple,iOS,4.3,31.3,125.6,86,5.6,2020,2.3,4.9,983,Entertainment
14079,U14080,23,Female,Mumbai,OnePlus,Android,6.4,8.9,42.8,40,0.5,8288,4.4,1.4,1884,Work
14080,U14081,45,Female,Hyderabad,OnePlus,Android,7.3,13.6,137.7,21,0.9,2907,1.5,1.5,1937,Education
14081,U14082,16,Other,Bangalore,Nokia,Android,8.1,39.6,218.4,128,1.9,2463,2.9,2.0,1815,Work
14082,U14083,58,Male,Lucknow,Apple,iOS,11.3,24.0,123.5,11,0.9,7973,6.0,1.6,1984,Gaming
